Customer_care_calls,Customer_rating,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block,Mode_of_Shipment,Product_importance,Gender,Class
3,1,2,2,4534,c,ship,medium,m,0
4,5,5,2,5840,a,flight,low,f,0
3,2,3,7,4555,f,road,medium,m,1
4,4,10,9,4149,b,ship,medium,f,0
4,1,5,9,1793,f,ship,low,f,1
3,5,4,9,4819,f,ship,low,f,1
3,4,2,8,4162,a,flight,low,m,0
4,3,6,43,1478,b,ship,medium,m,1
3,5,3,4,5042,f,ship,low,f,0
3,1,10,7,5917,f,ship,medium,f,1
5,2,2,2,5627,f,ship,medium,f,1
6,2,4,6,3003,f,road,high,f,1
3,1,2,6,5701,f,road,low,m,1
3,1,3,6,5572,a,road,low,f,1
3,3,2,8,4481,f,road,high,m,0
5,4,3,8,4949,c,road,medium,f,1
5,5,5,10,1683,c,ship,medium,f,0
6,4,4,5,1241,f,ship,low,f,0
4,2,3,12,3646,a,ship,medium,f,1
3,2,3,30,1986,f,ship,low,m,1
4,3,2,48,2805,c,ship,medium,f,1
7,1,4,3,1357,f,ship,medium,f,1
3,2,5,9,4310,f,ship,medium,f,0
5,4,2,7,5338,d,ship,low,m,1
5,4,4,5,1130,f,road,high,f,1
5,4,2,35,2107,f,road,low,m,1
4,2,2,1,5261,f,ship,low,f,0
5,3,5,8,5833,f,flight,low,f,1
3,1,2,7,4506,f,ship,medium,f,1
7,2,4,1,1480,d,flight,medium,f,0
3,2,2,2,5640,f,ship,medium,m,0
4,5,4,35,3215,a,ship,low,f,1
4,1,3,4,5299,f,ship,low,m,0
3,1,2,40,3773,b,road,high,f,1
2,5,6,62,2750,f,ship,low,f,1
5,5,2,6,4788,a,ship,medium,m,1
3,5,3,21,2476,d,road,low,f,1
4,4,6,7,4873,a,ship,medium,f,1
3,1,2,34,1053,f,road,medium,m,1
5,1,3,5,5031,a,ship,low,f,0
3,1,4,47,3487,a,ship,low,m,1
5,1,6,1,1150,f,ship,low,f,0
3,4,7,46,2670,f,ship,medium,f,1
5,2,5,9,1973,f,ship,medium,f,0
3,4,3,49,3221,c,ship,medium,f,1
5,4,5,4,1813,d,ship,medium,f,0
7,4,4,9,1970,c,ship,low,m,0
5,5,2,23,3065,f,ship,low,f,1
4,2,3,29,1365,a,ship,low,m,1
6,4,4,1,1711,f,ship,low,m,1
3,5,2,4,4466,f,ship,medium,f,1
5,5,3,9,4319,c,ship,medium,m,1
5,2,3,9,5173,b,ship,medium,m,0
4,4,2,18,1369,f,ship,low,m,1
4,5,3,10,5315,b,ship,low,f,1
4,4,5,7,1562,a,flight,medium,m,1
5,4,3,4,4908,c,ship,medium,m,0
4,5,3,5,4773,f,ship,medium,m,0
2,5,3,8,4632,a,ship,low,f,0
3,4,4,9,4139,f,ship,low,m,0
5,2,3,7,5875,a,ship,low,m,0
3,1,2,6,5448,f,ship,low,m,0
4,4,3,59,2020,a,flight,high,m,1
4,4,3,8,5453,f,ship,medium,f,1
3,4,2,55,2247,c,road,medium,m,1
3,4,3,6,4046,a,ship,low,f,0
2,4,3,33,1278,f,ship,low,f,1
4,1,3,33,2502,a,ship,low,f,1
4,1,3,1,5159,b,ship,medium,m,1
5,1,5,8,1128,c,road,medium,f,1
3,3,3,5,2007,b,ship,low,m,1
2,4,2,2,5115,d,road,high,m,0
4,5,3,2,4501,c,ship,medium,f,0
4,1,3,10,4375,f,ship,high,m,0
6,2,4,6,1066,b,flight,medium,m,1
6,3,4,7,1515,b,ship,medium,m,0
3,1,2,7,4147,a,ship,medium,f,1
5,4,4,3,3755,a,ship,low,f,1
6,4,4,2,1858,b,flight,medium,m,1
5,5,3,59,1037,a,flight,medium,f,1
6,3,4,3,1616,a,ship,low,m,1
4,5,4,3,5881,c,ship,low,m,0
3,3,3,35,2204,f,ship,medium,m,1
4,5,2,4,4910,a,ship,medium,m,1
6,1,6,10,2385,f,road,low,f,1
4,5,2,4,4762,c,ship,medium,m,0
3,5,3,2,4357,c,ship,low,f,1
4,4,3,8,5658,c,ship,low,f,1
5,1,5,3,1514,f,ship,medium,f,1
5,3,5,2,1834,a,flight,low,f,1
5,1,3,5,5790,c,ship,low,f,0
3,3,2,5,4681,c,ship,medium,m,1
4,5,6,1,1249,c,road,medium,m,0
3,4,3,13,2148,f,ship,medium,m,1
5,5,4,4,5888,f,flight,low,m,0
5,2,6,1,1296,c,ship,low,m,1
3,1,2,33,2818,f,ship,low,m,1
4,5,3,10,4616,f,road,low,m,1
3,5,4,10,5164,f,ship,high,m,1
5,4,3,9,4908,f,ship,low,m,0
4,3,4,1,5783,d,ship,medium,m,1
4,4,7,3,5672,d,ship,medium,m,1
3,5,4,8,5600,f,ship,low,m,0
4,3,3,1,5021,b,ship,medium,m,0
2,3,2,36,1788,c,ship,medium,f,1
6,5,4,2,1700,f,ship,low,m,1
3,1,2,7,5596,f,ship,low,f,0
4,4,7,8,5069,d,road,medium,m,0
3,2,2,6,4002,b,ship,high,f,1
5,5,5,8,1881,a,flight,medium,m,1
4,1,3,9,1240,f,ship,medium,f,1
3,3,3,4,4858,f,ship,low,f,1
3,1,3,10,4915,f,ship,medium,f,1
3,1,3,3,4965,a,ship,low,m,1
4,3,3,43,1009,a,flight,low,m,1
5,4,2,7,5341,f,flight,high,m,0
4,1,3,17,1923,f,ship,high,f,1
3,3,2,1,5097,f,ship,low,m,1
3,2,4,5,4787,d,ship,low,f,0
3,1,3,1,4862,b,ship,low,f,1
5,5,3,9,5695,b,ship,low,m,0
5,1,3,10,4750,c,ship,low,m,0
4,2,2,45,3008,b,road,low,f,1
5,2,2,32,1497,d,ship,low,m,1
5,4,4,6,4457,f,road,medium,m,0
6,4,3,7,3175,d,flight,low,m,1
6,4,4,3,1946,f,ship,medium,m,0
5,3,3,1,5783,b,ship,medium,m,1
2,1,2,46,1023,d,road,low,m,1
3,4,6,57,1949,f,flight,medium,m,1
6,3,4,9,1368,d,ship,low,f,0
6,5,3,7,4119,c,ship,medium,m,0
4,3,3,7,5034,a,ship,high,f,1
3,2,8,3,4390,a,ship,high,m,1
5,4,3,7,4435,b,ship,high,f,1
2,1,3,8,4522,a,road,high,m,1
5,1,4,4,4855,d,ship,low,f,1
3,1,10,9,5151,c,road,high,m,1
3,3,5,35,1089,f,ship,low,m,1
6,5,3,8,5031,b,road,medium,m,0
3,3,2,2,5311,f,ship,medium,f,0
6,5,4,4,1035,c,road,low,m,0
5,3,6,10,4986,f,ship,medium,f,0
3,4,2,49,1942,a,ship,medium,f,1
4,4,2,4,4648,b,ship,low,m,1
3,1,2,45,3332,b,flight,low,f,1
4,3,3,10,4316,f,road,low,m,0
2,1,3,4,5100,d,road,medium,f,0
5,1,3,13,3492,c,ship,medium,m,1
5,3,3,9,5258,f,ship,low,m,1
7,1,4,8,1601,f,ship,medium,f,1
4,4,5,7,1716,a,ship,medium,f,1
3,5,10,27,2739,c,ship,medium,f,1
4,4,2,16,1131,d,ship,medium,f,1
5,4,5,3,5208,d,flight,low,f,0
5,3,2,9,4828,c,ship,low,f,1
4,3,2,22,3124,b,ship,medium,m,1
5,2,5,1,1004,a,ship,medium,f,1
2,1,3,42,1247,b,road,high,m,1
3,2,3,4,4683,f,ship,low,f,0
5,4,4,3,4018,d,ship,low,m,0
4,3,3,44,2291,f,ship,medium,f,1
5,1,6,3,1014,f,ship,low,f,0
6,5,5,3,5771,c,ship,medium,m,0
7,4,4,2,1017,d,ship,medium,f,1
5,3,5,9,4435,f,ship,low,f,1
3,1,3,9,4410,f,ship,medium,m,0
4,4,3,29,3251,f,road,low,m,1
2,2,6,6,4044,d,road,low,f,0
5,4,3,8,5559,f,ship,medium,m,1
6,3,6,9,4814,a,flight,low,f,0
3,5,3,54,3976,d,ship,low,f,1
5,4,6,3,1223,c,ship,low,f,1
2,1,4,10,4726,c,road,medium,f,0
4,3,3,2,4693,f,road,low,f,0
3,4,3,7,5438,c,ship,low,m,0
6,1,4,10,1606,d,ship,low,f,0
4,3,2,3,5731,b,road,high,m,1
4,1,3,7,4550,a,ship,medium,m,0
5,1,4,4,1438,f,flight,medium,m,0
4,3,2,2,4041,c,ship,high,f,1
4,1,4,35,2343,c,ship,high,f,1
4,2,8,7,5245,a,road,low,m,1
4,5,3,8,4632,b,ship,low,f,0
4,1,4,9,5157,d,flight,low,m,0
3,3,3,3,5768,f,ship,low,f,0
2,3,4,10,4075,c,ship,low,f,0
3,4,3,6,4412,d,ship,high,f,0
5,4,3,4,4805,a,ship,high,f,0
5,3,3,5,4743,a,ship,medium,f,0
6,3,6,3,4582,c,ship,medium,m,0
4,2,3,64,1714,a,road,low,m,1
6,2,4,4,1245,f,ship,low,f,1
4,1,3,7,4813,a,road,low,m,1
3,2,3,29,2164,a,ship,low,f,1
4,2,2,21,3271,f,ship,low,m,1
7,2,4,6,1005,d,ship,low,f,1
6,5,3,4,5219,f,ship,low,m,1
5,1,2,6,4121,c,ship,low,m,1
5,4,10,24,3621,b,ship,low,f,1
5,5,2,9,4526,a,ship,medium,m,0
4,2,5,8,1555,b,ship,low,m,0
4,2,2,8,4878,f,ship,low,m,1
4,4,3,33,2804,b,road,medium,f,1
6,5,4,7,1393,f,ship,low,f,1
4,4,3,10,5002,f,ship,low,m,1
3,5,3,48,2841,d,ship,medium,m,1
4,4,3,2,5324,f,ship,high,f,1
5,4,5,1,5749,d,ship,medium,m,0
4,5,3,1,5482,f,ship,medium,m,1
5,2,5,3,1724,f,road,low,f,1
5,4,5,5,1118,a,road,low,f,0
4,5,3,8,4142,f,ship,medium,f,1
3,5,2,6,5375,c,ship,medium,f,0
3,4,2,32,1539,a,ship,low,f,1
2,5,3,18,1759,b,ship,low,m,1
4,2,3,2,1212,a,ship,low,m,1
5,2,3,6,4656,f,road,low,m,1
3,2,2,4,4376,f,road,high,m,0
5,3,4,6,4184,b,ship,low,f,0
5,3,5,3,1474,a,ship,low,m,0
5,1,4,8,1511,f,ship,low,m,1
3,5,3,54,3145,b,ship,low,f,1
6,5,4,6,1005,a,ship,low,m,0
4,5,2,7,4559,d,ship,medium,m,0
3,2,8,3,5171,a,ship,low,f,0
4,1,3,7,4788,a,ship,low,m,0
4,2,2,1,5337,f,ship,medium,f,0
3,2,3,8,5922,b,flight,low,m,0
5,1,6,3,1665,b,ship,low,f,1
3,4,2,6,4630,d,ship,low,m,1
6,3,4,9,1106,f,flight,low,f,1
6,2,4,10,1448,d,ship,low,f,0
4,1,2,5,5714,f,ship,medium,m,1
3,4,2,12,2888,c,flight,medium,m,1
4,4,3,5,5514,f,flight,low,m,0
7,2,5,1,1700,b,ship,low,f,1
4,4,2,41,3955,b,ship,medium,f,1
3,3,4,7,5370,f,ship,medium,m,1
5,2,2,4,6000,b,ship,medium,m,1
5,1,3,20,1387,f,road,low,m,1
5,2,3,7,4524,a,flight,low,f,1
4,4,4,39,1868,c,ship,low,m,1
4,4,3,5,4724,f,road,medium,f,1
4,4,3,2,5473,f,ship,low,m,1
4,1,6,7,1292,f,ship,medium,f,0
4,4,6,62,3532,d,ship,low,m,1
3,2,4,10,2972,b,ship,medium,f,1
4,2,3,44,1873,f,road,medium,m,1
3,4,3,7,5113,d,ship,medium,f,0
3,3,4,9,5107,b,ship,low,f,1
5,2,3,8,3571,b,ship,low,m,1
4,2,6,5,1622,f,flight,low,m,0
4,1,3,23,3807,b,ship,medium,m,1
6,5,2,5,4804,b,flight,low,f,1
5,1,4,4,2718,c,road,low,f,1
4,2,5,8,1562,f,ship,medium,m,0
4,3,6,7,5115,f,ship,medium,m,1
2,5,4,2,1439,c,ship,medium,m,1
3,5,2,8,5146,f,road,high,f,0
6,1,5,8,4882,f,ship,medium,f,0
5,4,5,9,1549,d,road,low,f,1
4,3,6,5,5209,d,flight,medium,f,0
4,3,6,5,5626,f,ship,medium,f,0
4,4,5,51,1691,a,ship,medium,f,1
4,2,3,2,5707,c,road,low,f,0
7,5,4,8,1686,f,road,low,m,1
4,2,3,28,1040,f,ship,low,f,1
4,2,8,10,5995,f,ship,medium,m,0
3,3,5,9,1752,b,ship,medium,f,0
6,1,3,1,4346,d,ship,medium,f,1
3,4,5,5,2307,a,ship,low,m,1
4,5,3,33,1837,b,flight,low,m,1
3,5,3,8,5203,f,ship,low,m,1
5,4,4,7,4597,c,flight,low,f,0
6,2,4,9,1322,d,road,medium,f,1
5,4,6,2,4541,b,ship,medium,m,0
3,2,2,9,4228,b,ship,medium,f,1
3,2,4,47,2208,b,ship,low,f,1
4,4,4,5,4574,f,ship,low,m,0
3,4,2,10,5844,f,ship,low,f,1
4,2,2,16,2518,a,ship,medium,f,1
3,1,4,50,2249,b,flight,low,m,1
4,5,2,6,5439,b,ship,medium,m,1
5,4,5,6,5659,c,ship,low,m,1
4,2,2,8,5516,f,ship,low,f,0
3,1,2,44,1806,a,road,medium,f,1
3,3,8,10,4145,f,ship,low,m,0
3,5,6,3,1341,f,flight,medium,m,1
4,2,5,3,1086,f,ship,low,f,1
4,4,2,7,5543,d,flight,medium,f,1
3,4,3,5,5078,f,ship,medium,f,0
5,4,2,48,3743,a,road,medium,f,1
4,2,3,4,5566,f,flight,medium,f,0
3,5,2,39,2857,f,ship,low,f,1
6,3,4,5,1668,f,ship,low,f,1
6,3,4,8,1434,d,ship,low,f,0
5,2,2,58,2018,f,road,high,m,1
3,4,3,10,4927,c,ship,low,m,1
5,5,5,34,1008,c,road,low,m,1
6,3,4,2,1694,d,ship,low,f,0
6,3,5,1,1949,d,flight,medium,f,1
3,5,3,10,5021,a,ship,low,f,0
3,1,3,9,5530,f,flight,medium,m,0
7,2,4,6,1118,c,ship,low,f,1
4,3,3,9,5897,d,ship,medium,f,0
3,4,10,12,1779,c,ship,high,f,1
3,3,2,48,1758,a,ship,medium,f,1
5,4,5,2,1723,f,ship,low,m,1
4,5,2,9,5345,c,ship,medium,f,1
6,1,3,37,2239,f,ship,medium,m,1
6,3,4,1,1606,f,ship,medium,f,0
6,2,4,57,1265,a,ship,low,m,1
3,2,3,54,3142,f,ship,high,f,1
6,1,3,8,4806,a,ship,high,f,0
4,1,3,13,3015,b,road,low,m,1
4,3,6,9,5903,b,ship,medium,m,0
4,2,3,3,4001,c,ship,medium,f,0
5,1,2,7,5165,f,ship,high,f,0
4,2,3,6,5964,c,ship,medium,m,0
5,1,4,56,3905,a,ship,low,f,1
3,5,3,7,5672,b,ship,low,m,1
6,3,5,10,1483,a,flight,medium,m,0
6,5,4,6,1201,f,ship,low,f,0
7,1,5,10,1238,a,flight,medium,m,1
3,3,3,24,1111,d,ship,medium,f,1
5,2,5,6,1326,c,ship,medium,m,0
4,4,4,4,4832,c,ship,medium,f,0
5,3,4,4,5116,d,ship,medium,f,1
4,2,6,4,4094,f,road,low,f,0
6,2,4,7,1837,a,ship,low,f,1
3,5,2,4,5368,b,flight,medium,f,1
5,5,5,3,1444,b,ship,medium,m,1
5,1,3,10,5023,f,ship,low,f,0
5,3,8,9,2741,c,ship,low,f,1
2,2,6,63,3144,a,flight,low,f,1
4,1,4,2,4071,d,ship,medium,f,1
4,4,7,9,2182,d,ship,low,m,1
2,2,4,56,1138,c,ship,medium,m,1
3,5,10,1,4996,f,ship,medium,f,0
3,5,2,6,4652,d,ship,medium,m,0
4,5,3,41,3563,d,road,medium,m,1
5,1,5,4,1097,a,flight,low,f,0
2,5,3,11,1502,f,ship,high,f,1
4,3,3,24,1304,a,flight,low,f,1
5,3,3,7,4994,b,flight,medium,f,0
3,2,3,2,4948,f,flight,medium,f,0
5,1,3,10,4037,b,road,medium,f,0
3,2,3,3,4940,b,ship,medium,m,1
2,4,3,47,3792,a,flight,medium,m,1
3,4,3,5,5088,a,road,medium,m,1
6,1,4,6,1766,f,ship,low,f,0
4,3,3,3,4249,d,ship,medium,f,0
4,3,4,62,3997,c,ship,low,m,1
4,5,2,2,5776,f,ship,high,m,0
6,3,2,7,4732,b,flight,high,m,0
3,1,2,2,1284,a,road,low,m,1
6,5,5,2,4361,d,ship,medium,f,1
6,4,5,7,3725,a,ship,low,f,1
4,5,10,7,4521,c,ship,medium,f,1
3,4,3,10,4667,f,flight,medium,f,0
4,2,2,5,4343,a,ship,high,f,0
3,5,3,5,4383,d,ship,medium,f,0
3,3,3,1,5490,f,ship,medium,m,1
3,1,3,3,5154,c,ship,medium,m,0
4,3,3,10,5998,f,ship,low,f,0
2,1,3,12,1358,a,ship,medium,f,1
3,3,3,4,4339,c,flight,high,f,1
4,3,3,1,5089,c,ship,high,m,1
3,3,2,30,3622,b,flight,medium,m,1
6,1,4,3,1977,a,ship,low,f,0
4,5,3,57,3753,d,ship,medium,m,1
4,2,4,32,3518,f,flight,low,f,1
5,3,2,8,4749,d,flight,low,m,0
6,5,4,13,3676,a,ship,medium,f,1
5,5,4,31,2040,b,ship,medium,m,1
4,4,2,3,4257,b,ship,low,f,0
2,2,3,48,1691,b,ship,low,m,1
7,5,4,6,1591,a,ship,low,m,1
6,3,6,2,4471,d,flight,medium,f,0
3,1,3,1,5695,b,ship,medium,f,1
5,3,2,3,4460,d,road,medium,m,1
6,3,6,8,5879,a,ship,high,m,0
2,5,3,4,5775,a,flight,low,m,0
2,5,2,3,4389,a,ship,high,f,0
5,1,2,1,4643,a,ship,medium,m,0
5,3,2,37,3531,b,road,low,f,1
4,1,3,4,2724,b,ship,low,m,1
4,3,2,8,4576,f,ship,low,m,0
4,5,2,5,4776,f,flight,medium,f,1
3,5,4,1,5812,c,ship,low,f,0
3,3,7,25,2152,f,flight,high,f,1
6,4,4,9,1791,b,road,medium,f,0
3,3,4,4,4307,f,ship,medium,f,1
2,5,2,24,3638,a,flight,low,m,1
3,3,6,49,1078,f,ship,medium,m,1
2,4,3,7,4142,b,ship,low,f,0
3,5,2,8,5881,c,ship,low,m,1
4,2,2,8,4219,f,ship,medium,f,0
5,1,4,7,5519,b,ship,medium,m,1
3,1,2,7,5292,b,ship,low,m,1
7,1,4,10,1869,d,ship,low,m,0
5,3,5,10,1112,f,ship,low,f,0
4,3,2,7,4717,c,road,low,f,1
4,1,3,1,4090,c,ship,medium,f,0
4,1,2,1,5698,c,ship,medium,f,1
5,5,5,9,1646,f,ship,low,f,1
5,4,2,20,2553,f,ship,high,f,1
3,3,6,17,2424,a,flight,low,f,1
3,4,2,24,1442,f,ship,low,f,1
6,2,3,1,4435,b,flight,medium,m,1
3,1,2,34,1773,c,ship,low,f,1
3,5,2,3,4883,d,ship,high,m,0
5,1,4,10,4668,a,road,medium,m,0
3,2,3,64,1920,c,ship,medium,f,1
4,1,6,8,1419,d,ship,low,m,1
2,1,5,51,1362,c,ship,low,f,1
3,4,6,2,1837,f,road,low,f,0
4,4,2,15,3425,c,ship,low,f,1
4,5,3,1,4912,a,ship,medium,f,1
6,4,4,3,1490,f,ship,low,m,1
3,3,3,8,2334,b,ship,medium,f,1
3,5,3,3,5409,a,ship,low,m,0
3,1,3,6,5319,c,ship,medium,f,0
4,2,3,19,2693,c,ship,low,f,1
3,2,3,40,3766,b,flight,medium,f,1
3,4,3,46,2844,d,road,low,f,1
4,3,3,16,3444,f,ship,medium,f,1
6,4,5,15,1181,a,ship,medium,f,1
5,1,2,54,2158,f,ship,medium,f,1
2,2,3,7,4889,f,ship,low,f,0
4,1,2,10,5428,b,ship,medium,m,1
5,2,5,8,1018,b,ship,low,f,1
4,1,6,4,1349,d,ship,low,m,1
4,3,2,31,2326,b,road,medium,f,1
3,2,2,1,5292,d,ship,medium,f,0
6,1,4,6,1524,d,flight,medium,f,0
3,3,2,8,4241,c,road,medium,m,0
3,1,2,63,1246,f,ship,low,f,1
6,2,10,5,4510,c,road,low,f,0
5,3,10,1,5865,a,ship,medium,f,0
3,3,3,3,1693,d,ship,low,m,1
5,3,3,3,4343,f,ship,low,f,0
5,2,2,2,5077,f,ship,medium,f,0
4,5,3,7,4956,c,ship,medium,f,0
3,1,3,9,5952,a,road,medium,f,1
4,5,4,28,3905,c,flight,medium,f,1
3,1,2,34,3299,a,flight,medium,f,1
5,1,2,23,2707,f,flight,medium,f,1
4,5,2,4,5512,c,ship,medium,m,0
2,2,3,13,1128,c,road,low,m,1
3,5,3,9,4982,f,ship,medium,f,0
3,1,4,47,1840,a,ship,medium,m,1
5,1,2,8,4485,c,ship,medium,m,1
4,4,2,12,2203,d,ship,medium,f,1
3,2,2,45,1946,f,road,medium,f,1
3,4,2,8,3725,d,ship,high,m,1
5,2,3,4,5363,b,ship,low,m,1
4,5,3,21,2688,d,flight,medium,m,1
3,5,4,60,3048,f,flight,medium,m,1
4,2,2,15,1724,c,ship,medium,m,1
6,1,4,10,1600,c,ship,low,m,0
3,5,10,6,5247,f,ship,high,m,1
6,3,5,1,1847,d,ship,medium,f,1
6,5,4,3,1102,f,ship,low,m,1
4,5,5,6,1008,b,road,medium,m,0
3,1,2,2,5210,f,ship,low,m,1
5,2,5,5,1876,d,road,medium,f,1
6,5,5,26,3897,f,ship,medium,m,1
5,1,5,5,1837,b,ship,low,m,1
5,5,6,54,2075,b,flight,low,m,1
6,4,4,7,1584,f,ship,low,m,0
4,1,6,2,5720,f,ship,medium,m,1
4,2,2,10,4898,b,ship,low,f,1
4,3,4,4,5940,f,ship,medium,m,0
3,5,3,1,1982,b,flight,high,f,1
7,3,5,4,1783,f,ship,low,f,1
4,4,3,2,4004,a,ship,medium,m,0
4,2,6,2,4348,b,ship,medium,m,0
4,1,3,8,5872,c,ship,medium,m,0
3,3,4,8,1883,f,ship,medium,m,0
4,2,2,35,3583,f,ship,high,m,1
3,1,5,8,4759,a,flight,low,f,1
3,1,3,7,5474,d,flight,medium,m,1
4,4,4,14,1194,d,ship,low,f,1
4,1,3,1,4789,d,flight,low,m,0
4,2,7,3,4538,a,ship,medium,m,1
5,1,2,35,1204,f,ship,low,m,1
5,5,4,1,5035,f,ship,low,f,0
3,4,10,8,4440,c,road,high,m,0
3,2,3,40,1723,a,ship,high,m,1
6,2,2,9,1715,f,ship,medium,f,1
2,3,3,57,2034,f,ship,low,m,1
4,1,3,8,5198,c,ship,low,f,0
3,3,3,55,3375,f,ship,low,m,1
4,4,3,55,2782,d,ship,medium,f,1
3,1,2,7,4221,a,road,low,m,1
4,1,2,1,5741,f,road,medium,m,1
4,4,3,13,1145,f,ship,low,m,1
2,2,3,5,1268,b,ship,low,m,1
5,3,4,5,1718,f,road,low,m,1
3,1,10,30,1294,d,ship,high,f,1
3,2,2,4,4160,f,ship,medium,f,0
4,3,3,58,1453,a,road,low,m,1
4,2,2,9,4221,b,road,low,f,0
2,3,2,1,4547,f,ship,low,f,0
5,2,3,10,5110,f,ship,medium,f,0
5,4,3,1,4925,c,ship,medium,f,0
3,2,3,4,5846,c,ship,high,f,1
6,5,4,2,1243,a,road,low,f,0
3,2,2,8,4242,f,road,medium,m,1
3,3,3,2,5629,f,ship,low,m,1
4,1,3,6,4313,f,ship,medium,f,1
3,1,5,10,4231,d,ship,medium,f,0
3,3,3,3,4970,b,ship,low,m,0
4,5,3,7,4031,b,road,medium,m,1
2,1,2,15,2745,d,flight,low,m,1
6,1,4,4,1716,d,road,medium,m,0
4,5,3,9,1685,f,ship,low,f,1
5,2,3,8,4921,c,ship,medium,f,0
3,3,3,46,1040,c,ship,low,m,1
4,5,3,4,5928,f,ship,medium,f,1
3,3,4,1,4662,c,road,medium,f,0
5,2,4,7,4929,d,ship,medium,f,0
2,1,6,2,5281,f,ship,low,f,1
4,5,4,49,1470,d,flight,low,f,1
2,2,4,10,5764,b,ship,medium,m,0
3,5,4,6,1272,f,road,low,m,1
5,4,2,1,5669,a,ship,low,f,0
6,5,10,14,1204,f,ship,medium,f,1
2,2,3,7,4284,f,ship,high,f,1
4,4,5,8,4192,f,ship,low,f,0
5,2,2,18,1918,f,ship,medium,f,1
3,1,2,2,1104,a,road,low,m,1
3,3,3,4,5062,a,ship,medium,f,1
3,2,6,6,5414,b,ship,low,m,0
6,4,4,3,1710,a,road,low,m,0
5,3,3,7,5462,b,ship,low,m,1
3,4,3,7,5036,c,ship,low,f,1
5,2,2,2,5643,a,flight,high,f,1
4,3,2,1,4366,a,ship,medium,m,1
2,5,2,17,3896,f,ship,low,m,1
4,2,5,3,4578,f,flight,medium,m,0
4,2,3,8,4904,f,ship,low,m,0
3,2,3,54,3608,f,ship,high,f,1
5,5,3,8,5480,a,ship,low,f,0
3,2,2,40,2592,f,ship,low,f,1
2,5,3,37,1717,c,road,low,m,1
3,1,3,31,3942,c,ship,medium,f,1
3,3,3,5,5914,f,ship,low,f,0
7,5,5,5,1932,d,ship,low,m,1
4,1,4,5,5875,c,ship,low,m,1
4,4,2,1,5793,f,ship,medium,f,0
5,2,5,4,5284,d,ship,low,f,0
3,1,3,5,4805,f,road,medium,m,1
3,5,4,2,5177,f,ship,low,m,1
4,5,4,7,4243,c,flight,medium,f,1
3,4,10,5,4127,a,ship,high,m,0
4,2,3,9,5459,a,ship,low,f,1
4,1,3,4,5449,b,road,low,m,1
5,1,3,9,5173,d,ship,low,f,1
6,5,4,9,1113,f,ship,low,f,0
4,3,3,30,3774,f,ship,low,m,1
4,3,4,3,1406,d,ship,low,f,1
3,5,3,6,5642,c,ship,low,f,0
5,1,2,6,5217,d,flight,medium,m,0
4,5,3,43,3561,f,flight,low,f,1
5,2,3,3,5303,b,flight,high,m,1
3,4,2,56,3976,f,ship,medium,f,1
6,2,5,61,2018,a,flight,medium,f,1
4,2,3,10,5171,c,ship,low,f,1
5,2,3,1,1187,a,ship,low,f,1
5,5,3,4,5734,f,ship,low,f,0
3,2,4,1,5797,d,road,medium,m,0
6,3,4,8,1983,c,ship,medium,m,1
5,4,3,10,4565,c,road,medium,m,0
5,1,5,3,1379,c,flight,medium,m,0
4,3,3,1,4236,d,road,low,m,1
4,4,4,2,5857,f,flight,low,m,1
4,2,3,4,5659,f,road,low,f,0
2,4,3,58,1067,c,ship,low,m,1
3,5,8,8,4462,d,ship,medium,m,0
4,2,3,32,1689,f,ship,high,f,1
4,4,2,4,5825,d,road,low,f,0
4,4,3,11,1224,b,ship,medium,m,1
5,1,5,8,1150,d,ship,medium,f,1
6,5,4,3,1374,f,ship,low,m,1
7,1,4,9,1890,f,road,low,m,1
3,3,2,8,5067,d,ship,medium,f,0
4,5,3,3,1347,f,ship,high,f,1
6,5,3,5,4096,c,ship,low,f,0
5,4,3,11,3373,a,flight,low,f,1
4,2,7,64,3146,b,flight,medium,m,1
6,1,5,10,4345,a,ship,high,m,0
4,1,2,8,2401,f,ship,medium,f,1
5,1,5,9,1767,a,road,low,m,0
4,1,10,3,5211,a,road,medium,f,1
3,2,2,4,4074,c,flight,medium,f,0
3,4,4,5,5216,c,ship,medium,m,1
3,3,3,10,5184,a,ship,low,m,0
6,2,5,14,2514,c,flight,low,m,1
5,3,3,6,5226,f,ship,medium,m,0
5,4,3,1,5165,b,ship,medium,f,1
2,5,3,9,4751,c,ship,low,m,1
3,1,2,28,1313,a,flight,low,m,1
4,1,3,7,5211,c,ship,low,f,1
4,5,4,3,5145,b,ship,low,m,0
3,1,6,10,5493,b,ship,low,m,1
4,2,4,58,2269,c,flight,high,m,1
6,2,6,4,4423,a,road,medium,m,0
5,5,6,59,2627,d,ship,medium,m,1
3,1,3,10,5759,a,ship,medium,m,0
5,4,5,2,1637,f,ship,low,f,0
4,3,3,10,5883,f,ship,low,f,0
4,1,3,9,4551,b,road,low,m,0
6,2,4,8,1635,d,ship,low,f,0
5,1,3,10,4078,d,ship,medium,f,1
5,2,3,7,5058,c,ship,low,m,0
2,5,2,9,5245,d,ship,low,m,0
3,1,3,25,3689,f,ship,low,m,1
3,3,3,4,5479,f,ship,medium,m,0
3,2,3,3,4338,a,flight,low,m,0
4,1,5,8,1943,f,ship,medium,m,0
3,4,3,7,5891,a,flight,medium,f,0
3,5,2,4,4352,f,ship,medium,m,0
